|6.6.6
dunite_stx11_1.tab                                                                                  
           2
P(bar)  
   10.000000000000000     
   1515.0505050505051     
         100
T(K)    
   800.00000000000000     
   14.141414141414142     
         100
           3
rho,kg/m3      vp,km/s        vs,km/s       
  3482.07        8.78015        4.88669     
  3485.53        8.79083        4.89015     
  3488.97        8.80140        4.89356     
  3492.39        8.81191        4.89694     
  3495.81        8.82245        4.90035     
  3499.20        8.83287        4.90368     
  3502.60        8.84329        4.90703     
  3505.97        8.85366        4.91037     
  3509.34        8.86399        4.91367     
  3512.72        8.87432        4.91699     
  3516.06        8.88457        4.92027     
  3519.40        8.89478        4.92353     
  3522.72        8.90493        4.92677     
  3526.03        8.91504        4.92998     
  3535.94        8.95157        4.95111     
  3574.77        9.10690        5.05242     
  3653.42        9.43643        5.27078     
  3717.66        9.71696        5.45714     
  3720.52        9.72617        5.45997     
  3723.38        9.73535        5.46279     
  3726.23        9.74448        5.46559     
  3729.09        9.75364        5.46839     
  3731.92        9.76273        5.47118     
  3734.74        9.77176        5.47394     
  3737.58        9.78084        5.47671     
  3740.41        9.78987        5.47946     
  3743.21        9.79884        5.48219     
  3746.02        9.80780        5.48492     
  3748.80        9.81670        5.48764     
  3780.95        9.92896        5.55817     
  3783.87        9.93812        5.56131     
  3792.80        9.97101        5.58020     
  3791.91        9.96578        5.57366     
  3822.77        10.0764        5.64581     
  3835.29        10.1227        5.67394     
  3848.87        10.1730        5.70476     
  3866.89        10.2354        5.74475     
  3198.67        7.12952        3.47311     
  3223.69        7.92739        4.58556     
  3228.90        7.94400        4.59204     
  3234.15        7.96143        4.59872     
  3245.33        8.00413        4.62066     
  3249.75        8.01904        4.62540     
  3254.15        8.03370        4.63005     
  3258.53        8.04845        4.63475     
  3262.88        8.06300        4.63938     
  3267.21        8.07743        4.64396     
  3271.52        8.09176        4.64852     
  3275.80        8.10600        4.65305     
  3280.06        8.12012        4.65753     
  3284.30        8.13415        4.66199     
  3288.66        8.14881        4.66656     
  3293.01        8.16340        4.67112     
  3297.28        8.17765        4.67558     
  3301.45        8.19134        4.67993     
  3305.61        8.20508        4.68427     
  3309.83        8.21905        4.68864     
  3313.99        8.23278        4.69299     
  3318.06        8.24608        4.69719     
  3322.33        8.26032        4.70160     
  3326.31        8.27317        4.70571     
  3330.45        8.28683        4.70999     
  3334.39        8.29953        4.71405     
  3338.46        8.31284        4.71822     
  3342.41        8.32562        4.72228     
  3346.40        8.33856        4.72635     
  3350.33        8.35131        4.73039     
  3354.25        8.36395        4.73438     
  3358.18        8.37665        4.73838     
  3362.06        8.38912        4.74232     
  3365.94        8.40167        4.74627     
  3369.82        8.41409        4.75016     
  3373.66        8.42640        4.75404     
  3377.46        8.43858        4.75789     
  3381.25        8.45069        4.76171     
  3385.04        8.46281        4.76551     
  3388.83        8.47490        4.76931     
  3392.58        8.48686        4.77307     
  3396.31        8.49876        4.77680     
  3400.03        8.51058        4.78051     
  3403.73        8.52234        4.78420     
  3407.43        8.53408        4.78787     
  3411.11        8.54576        4.79153     
  3414.77        8.55737        4.79516     
  3418.43        8.56894        4.79877     
  3422.06        8.58041        4.80236     
  3425.68        8.59185        4.80593     
  3429.30        8.60324        4.80945     
  3432.89        8.61457        4.81299     
  3436.47        8.62587        4.81651     
  3440.04        8.63712        4.82002     
  3443.60        8.64831        4.82350     
  3452.76        8.68677        4.85348     
  3456.32        8.69780        4.85709     
  3459.85        8.70875        4.86064     
  3463.40        8.71972        4.86424     
  3466.92        8.73062        4.86779     
  3470.40        8.74136        4.87124     
  3473.89        8.75215        4.87475     
  3477.37        8.76288        4.87823     
  3480.84        8.77359        4.88170     
  3484.32        8.78434        4.88521     
  3487.76        8.79491        4.88860     
  3491.17        8.80542        4.89198     
  3494.60        8.81598        4.89539     
  3498.00        8.82643        4.89875     
  3501.42        8.83694        4.90216     
  3504.80        8.84729        4.90545     
  3508.17        8.85764        4.90878     
  3511.54        8.86798        4.91210     
  3514.89        8.87824        4.91538     
  3518.23        8.88846        4.91865     
  3521.57        8.89867        4.92191     
  3524.88        8.90880        4.92514     
  3530.17        8.92681        4.93372     
  3560.20        9.04542        5.01032     
  3625.43        9.31512        5.18845     
  3713.75        9.69856        5.44412     
  3719.24        9.71975        5.45505     
  3722.11        9.72896        5.45788     
  3724.96        9.73812        5.46070     
  3727.83        9.74730        5.46351     
  3730.67        9.75642        5.46631     
  3733.48        9.76545        5.46907     
  3736.32        9.77454        5.47185     
  3739.14        9.78355        5.47460     
  3741.95        9.79255        5.47734     
  3744.78        9.80156        5.48009     
  3747.57        9.81053        5.48286     
  3750.36        9.81940        5.48553     
  3782.54        9.93142        5.55613     
  3786.26        9.94399        5.56150     
  3799.96        9.99245        5.59133     
  3814.91        10.0453        5.62424     
  3830.76        10.1012        5.65935     
  3842.26        10.1452        5.68568     
  3858.44        10.2036        5.72246     
  3197.11        7.12330        3.46991     
  3222.13        7.91856        4.57997     
  3227.30        7.93507        4.58634     
  3232.83        7.95386        4.59376     
  3243.72        7.99550        4.61499     
  3248.16        8.01047        4.61975     
  3252.57        8.02528        4.62446     
  3256.96        8.03999        4.62914     
  3261.32        8.05459        4.63379     
  3265.66        8.06904        4.63838     
  3269.98        8.08343        4.64296     
  3274.27        8.09772        4.64750     
  3278.54        8.11191        4.65202     
  3282.79        8.12599        4.65649     
  3287.10        8.14033        4.66099     
  3291.41        8.15480        4.66554     
  3295.71        8.16915        4.67002     
  3299.92        8.18310        4.67445     
  3304.14        8.19704        4.67882     
  3308.32        8.21088        4.68320     
  3312.52        8.22479        4.68756     
  3316.74        8.23879        4.69192     
  3320.78        8.25196        4.69611     
  3324.83        8.26515        4.70031     
  3329.02        8.27904        4.70463     
  3333.01        8.29195        4.70874     
  3337.09        8.30535        4.71294     
  3341.04        8.31815        4.71702     
  3344.98        8.33086        4.72105     
  3349.01        8.34403        4.72519     
  3352.90        8.35652        4.72914     
  3356.85        8.36929        4.73315     
  3360.74        8.38185        4.73712     
  3364.58        8.39413        4.74101     
  3368.48        8.40670        4.74496     
  3372.30        8.41896        4.74884     
  3376.15        8.43132        4.75272     
  3379.94        8.44343        4.75654     
  3383.73        8.45553        4.76035     
  3387.52        8.46766        4.76415     
  3391.27        8.47963        4.76793     
  3395.03        8.49159        4.77167     
  3398.75        8.50346        4.77539     
  3402.46        8.51524        4.77911     
  3406.16        8.52700        4.78278     
  3409.85        8.53870        4.78646     
  3413.52        8.55035        4.79009     
